ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
09-031-005-205615,2024-07-15,0.2451,79.2,8.9,1
09-031-005-205615,2024-08-14,0.1674,80.5,9.9,1
09-031-005-205615,2024-09-13,0.1586,81.9,11.0,1
09-031-005-205615,2024-10-13,0.1613,83.2,12.0,1
09-031-005-205615,2024-11-12,0.1487,84.6,13.1,8
09-031-008-739700,2023-12-13,0.01,42.4,73.1,1
09-031-008-739700,2024-01-12,0.0456,43.8,74.1,1
09-031-008-739700,2024-02-11,0.1022,45.1,75.2,1
09-031-008-739700,2024-03-12,0.1746,46.4,76.2,1
09-031-008-739700,2024-04-11,0.2598,47.8,77.3,11
22-014-013-822415,2026-09-02,0.5957,16.4,17.4,1
22-014-013-822415,2026-10-02,0.5908,17.8,18.5,1
22-014-013-822415,2026-11-01,0.632,19.1,19.5,1
22-014-013-822415,2026-12-01,0.634,20.4,20.6,1
22-014-013-822415,2026-12-31,0.6822,21.8,21.6,9
23-016-021-561047,2024-01-29,0.4157,45.5,0.0,1
23-016-021-561047,2024-02-28,0.4022,46.9,0.0,1
23-016-021-561047,2024-03-29,0.4098,48.2,0.0,1
23-016-021-561047,2024-04-28,0.4533,49.5,0.0,12
23-016-021-561047,2024-05-28,0.4102,50.9,1.0,42
22-018-003-425514,2022-11-10,0.265,19.2,60.4,110
22-018-003-425514,2022-12-10,0.2812,20.6,61.4,140
22-018-003-425514,2023-01-09,0.3018,21.9,62.5,170
22-018-003-425514,2023-02-08,0.3076,23.2,63.5,200
22-018-003-425514,2023-03-10,0.3066,24.6,64.6,230
36-003-004-933326,2023-12-27,0.5182,21.1,11.6,1
36-003-004-933326,2024-01-26,0.4925,22.4,12.7,1
36-003-004-933326,2024-02-25,0.5597,23.8,13.7,1
36-003-004-933326,2024-03-26,0.5412,25.1,14.8,28
36-003-004-933326,2024-04-25,0.5336,26.5,15.8,58
09-044-010-180479,2023-02-12,0.773,69.2,30.6,36
09-044-010-180479,2023-03-14,0.6894,70.5,31.6,66
09-044-010-180479,2023-04-13,0.6116,71.9,32.7,96
09-044-010-180479,2023-05-13,0.5226,73.2,33.8,126
09-044-010-180479,2023-06-12,0.4602,74.6,34.8,156
36-003-007-310782,2025-08-29,0.9858,67.5,89.9,1
36-003-007-310782,2025-09-28,0.9045,68.9,90.9,16
36-003-007-310782,2025-10-28,0.8168,70.2,92.0,46
36-003-007-310782,2025-11-27,0.7482,71.6,93.0,76
36-003-007-310782,2025-12-27,0.6515,72.9,94.1,106
36-003-019-565746,2026-07-23,0.3528,34.8,11.2,1
36-003-019-565746,2026-08-22,0.4612,36.2,12.2,13
36-003-019-565746,2026-09-21,0.5146,37.5,13.3,43
36-003-019-565746,2026-10-21,0.5835,38.9,14.3,73
36-003-019-565746,2026-11-20,0.6553,40.2,15.4,103
29-007-005-788735,2023-08-08,0.01,65.1,36.5,1
29-007-005-788735,2023-09-07,0.0162,66.5,37.6,1
29-007-005-788735,2023-10-07,0.1489,67.8,38.6,31
29-007-005-788735,2023-11-06,0.1931,69.2,39.7,61
29-007-005-788735,2023-12-06,0.318,70.5,40.7,91
27-025-022-944620,2024-12-04,0.5864,62.8,16.9,1
27-025-022-944620,2025-01-03,0.5216,64.2,18.0,1
27-025-022-944620,2025-02-02,0.5943,65.5,19.0,1
27-025-022-944620,2025-03-04,0.6003,66.9,20.1,1
27-025-022-944620,2025-04-03,0.6162,68.2,21.1,3
27-013-003-437163,2023-12-09,0.9582,43.4,42.4,1
27-013-003-437163,2024-01-08,0.8785,44.8,43.5,27
27-013-003-437163,2024-02-07,0.7822,46.1,44.5,57
27-013-003-437163,2024-03-08,0.7155,47.4,45.6,87
27-013-003-437163,2024-04-07,0.6609,48.8,46.6,117
29-022-022-237598,2024-12-23,0.1655,4.9,76.0,1
29-022-022-237598,2025-01-22,0.2604,6.3,77.0,1
29-022-022-237598,2025-02-21,0.3697,7.6,78.1,1
29-022-022-237598,2025-03-23,0.4482,9.0,79.2,1
29-022-022-237598,2025-04-22,0.554,10.3,80.2,21
36-027-004-601436,2021-06-01,0.415,21.7,36.2,1
36-027-004-601436,2021-07-01,0.439,23.1,37.2,1
36-027-004-601436,2021-07-31,0.4537,24.4,38.3,1
36-027-004-601436,2021-08-30,0.4459,25.8,39.4,1
36-027-004-601436,2021-09-29,0.4705,27.1,40.4,7
33-045-007-991413,2024-05-07,0.4709,37.3,50.1,1
33-045-007-991413,2024-06-06,0.4339,38.7,51.1,1
33-045-007-991413,2024-07-06,0.4745,40.0,52.2,27
33-045-007-991413,2024-08-05,0.4946,41.4,53.2,57
33-045-007-991413,2024-09-04,0.5034,42.7,54.3,87
29-009-018-330872,2025-04-21,0.4804,91.7,13.5,1
29-009-018-330872,2025-05-21,0.493,93.0,14.5,1
29-009-018-330872,2025-06-20,0.4818,94.4,15.6,1
29-009-018-330872,2025-07-20,0.4673,95.8,16.6,1
29-009-018-330872,2025-08-19,0.5038,97.1,17.7,9
21-005-016-212873,2021-08-03,0.5453,53.4,9.0,1
21-005-016-212873,2021-09-02,0.4827,54.8,10.0,1
21-005-016-212873,2021-10-02,0.4875,56.1,11.1,1
21-005-016-212873,2021-11-01,0.5192,57.4,12.1,1
21-005-016-212873,2021-12-01,0.4923,58.8,13.2,30
36-003-024-806495,2024-12-25,0.5114,56.6,85.1,1
36-003-024-806495,2025-01-24,0.5141,58.0,86.1,1
36-003-024-806495,2025-02-23,0.4301,59.3,87.2,1
36-003-024-806495,2025-03-25,0.3555,60.6,88.2,1
36-003-024-806495,2025-04-24,0.3163,62.0,89.3,22
36-027-011-027965,2023-12-14,0.1757,39.5,10.8,10
36-027-011-027965,2024-01-13,0.3288,40.9,11.8,40
36-027-011-027965,2024-02-12,0.4442,42.2,12.9,70
36-027-011-027965,2024-03-13,0.5666,43.5,13.9,100
36-027-011-027965,2024-04-12,0.6747,44.9,15.0,130
33-045-019-580019,2024-03-20,0.3885,37.0,33.8,1
33-045-019-580019,2024-04-19,0.4014,38.4,34.9,17
33-045-019-580019,2024-05-19,0.3687,39.7,35.9,47
33-045-019-580019,2024-06-18,0.3678,41.0,37.0,77
33-045-019-580019,2024-07-18,0.3516,42.4,38.0,107
21-019-006-257378,2024-12-25,0.7605,76.0,41.0,336
21-019-006-257378,2025-01-24,0.6935,77.4,42.1,366
21-019-006-257378,2025-02-23,0.6293,78.7,43.1,396
21-019-006-257378,2025-03-25,0.5804,80.1,44.2,426
21-019-006-257378,2025-04-24,0.5624,81.4,45.2,456
22-018-016-820400,2024-09-10,0.8186,5.1,10.6,1
22-018-016-820400,2024-10-10,0.7403,6.5,11.7,1
22-018-016-820400,2024-11-09,0.6123,7.8,12.7,1
22-018-016-820400,2024-12-09,0.5568,9.2,13.8,14
22-018-016-820400,2025-01-08,0.4649,10.5,14.8,44
29-007-007-071762,2022-08-13,0.3399,64.0,55.1,56
29-007-007-071762,2022-09-12,0.3812,65.4,56.1,86
29-007-007-071762,2022-10-12,0.3843,66.7,57.2,116
29-007-007-071762,2022-11-11,0.3716,68.1,58.2,146
29-007-007-071762,2022-12-11,0.3885,69.4,59.3,176
21-005-001-250927,2022-02-17,0.2097,39.3,21.9,1
21-005-001-250927,2022-03-19,0.2515,40.7,23.0,1
21-005-001-250927,2022-04-18,0.2749,42.0,24.0,1
21-005-001-250927,2022-05-18,0.3252,43.4,25.1,1
21-005-001-250927,2022-06-17,0.4097,44.7,26.1,12
21-019-019-099733,2020-10-23,0.1533,36.6,33.2,1
21-019-019-099733,2020-11-22,0.2093,38.0,34.2,1
21-019-019-099733,2020-12-22,0.2666,39.3,35.3,1
21-019-019-099733,2021-01-21,0.2902,40.6,36.4,1
21-019-019-099733,2021-02-20,0.3526,42.0,37.4,3
29-022-023-971819,2022-10-20,0.4209,39.2,49.8,116
29-022-023-971819,2022-11-19,0.4084,40.6,50.9,146
29-022-023-971819,2022-12-19,0.5015,41.9,51.9,176
29-022-023-971819,2023-01-18,0.5111,43.2,53.0,206
29-022-023-971819,2023-02-17,0.5706,44.6,54.0,236
33-023-011-896950,2022-02-26,0.4589,4.3,19.0,1
33-023-011-896950,2022-03-28,0.4379,5.6,20.0,1
33-023-011-896950,2022-04-27,0.4488,7.0,21.1,26
33-023-011-896950,2022-05-27,0.4812,8.3,22.1,56
33-023-011-896950,2022-06-26,0.4467,9.7,23.2,86
09-031-006-779473,2023-01-03,0.4961,4.0,54.6,17
09-031-006-779473,2023-02-02,0.5424,5.4,55.6,47
09-031-006-779473,2023-03-04,0.5459,6.7,56.7,77
09-031-006-779473,2023-04-03,0.5766,8.1,57.8,107
09-031-006-779473,2023-05-03,0.6364,9.4,58.8,137
36-003-006-236093,2024-07-20,0.2068,71.3,12.5,1
36-003-006-236093,2024-08-19,0.2011,72.7,13.5,16
36-003-006-236093,2024-09-18,0.2516,74.0,14.6,46
36-003-006-236093,2024-10-18,0.3124,75.4,15.6,76
36-003-006-236093,2024-11-17,0.3619,76.7,16.7,106
27-037-013-834361,2024-04-25,0.0861,59.7,31.6,1
27-037-013-834361,2024-05-25,0.1701,61.0,32.6,1
27-037-013-834361,2024-06-24,0.212,62.4,33.7,13
27-037-013-834361,2024-07-24,0.2782,63.7,34.8,43
27-037-013-834361,2024-08-23,0.3006,65.1,35.8,73
36-027-023-594721,2023-07-26,0.5951,77.8,59.2,1
36-027-023-594721,2023-08-25,0.5565,79.2,60.2,1
36-027-023-594721,2023-09-24,0.5707,80.5,61.3,1
36-027-023-594721,2023-10-24,0.4817,81.9,62.4,1
36-027-023-594721,2023-11-23,0.5251,83.2,63.4,3
33-014-002-655295,2024-11-03,0.4002,16.7,47.0,65
33-014-002-655295,2024-12-03,0.4348,18.1,48.1,95
33-014-002-655295,2025-01-02,0.4569,19.4,49.1,125
33-014-002-655295,2025-02-01,0.4591,20.8,50.2,155
33-014-002-655295,2025-03-03,0.4293,22.1,51.2,185
09-015-022-486717,2025-09-27,0.6907,49.8,43.0,15
09-015-022-486717,2025-10-27,0.7016,51.2,44.1,45
09-015-022-486717,2025-11-26,0.6732,52.5,45.1,75
09-015-022-486717,2025-12-26,0.6533,53.9,46.2,105
09-015-022-486717,2026-01-25,0.6953,55.2,47.2,135
23-033-009-619375,2023-11-22,0.6807,17.6,19.1,22
23-033-009-619375,2023-12-22,0.615,18.9,20.1,52
23-033-009-619375,2024-01-21,0.5985,20.3,21.2,82
23-033-009-619375,2024-02-20,0.5762,21.6,22.2,112
23-033-009-619375,2024-03-21,0.5321,23.0,23.3,142
22-009-002-243259,2025-01-24,0.7617,9.9,69.6,134
22-009-002-243259,2025-02-23,0.7413,11.2,70.6,164
22-009-002-243259,2025-03-25,0.6676,12.6,71.7,194
22-009-002-243259,2025-04-24,0.6612,14.0,72.8,224
22-009-002-243259,2025-05-24,0.6186,15.3,73.8,254
23-016-011-215124,2023-09-14,0.189,30.3,86.6,1
23-016-011-215124,2023-10-14,0.2659,31.7,87.6,1
23-016-011-215124,2023-11-13,0.3807,33.0,88.7,1
23-016-011-215124,2023-12-13,0.4319,34.4,89.8,7
23-016-011-215124,2024-01-12,0.5471,35.7,90.8,37
21-012-007-521759,2023-02-14,0.2279,48.6,56.9,1
21-012-007-521759,2023-03-16,0.3392,50.0,58.0,1
21-012-007-521759,2023-04-15,0.4309,51.3,59.0,1
21-012-007-521759,2023-05-15,0.519,52.6,60.1,31
21-012-007-521759,2023-06-14,0.6335,54.0,61.1,61
23-016-022-614297,2025-11-27,0.0148,31.3,3.1,14
23-016-022-614297,2025-12-27,0.1215,32.7,4.1,44
23-016-022-614297,2026-01-26,0.2218,34.0,5.2,74
23-016-022-614297,2026-02-25,0.3176,35.4,6.2,104
23-016-022-614297,2026-03-27,0.3905,36.7,7.3,134
29-022-018-909592,2025-06-22,0.1873,75.6,27.5,57
29-022-018-909592,2025-07-22,0.2282,77.0,28.5,87
29-022-018-909592,2025-08-21,0.2652,78.3,29.6,117
29-022-018-909592,2025-09-20,0.3033,79.7,30.6,147
29-022-018-909592,2025-10-20,0.3551,81.0,31.7,177
21-026-019-095000,2023-04-22,0.323,70.6,19.9,1
21-026-019-095000,2023-05-22,0.3401,72.0,21.0,9
21-026-019-095000,2023-06-21,0.4132,73.3,22.0,39
21-026-019-095000,2023-07-21,0.439,74.7,23.1,69
21-026-019-095000,2023-08-20,0.5041,76.0,24.1,99
27-037-017-520679,2020-09-05,0.2452,58.2,65.5,1
27-037-017-520679,2020-10-05,0.2555,59.6,66.5,1
27-037-017-520679,2020-11-04,0.283,60.9,67.6,1
27-037-017-520679,2020-12-04,0.277,62.2,68.7,14
27-037-017-520679,2021-01-03,0.2956,63.6,69.7,44
27-025-009-655747,2024-12-14,0.2009,21.3,45.7,1
27-025-009-655747,2025-01-13,0.2736,22.6,46.8,1
27-025-009-655747,2025-02-12,0.3484,24.0,47.8,2
27-025-009-655747,2025-03-14,0.389,25.3,48.9,32
27-025-009-655747,2025-04-13,0.459,26.7,49.9,62
36-027-009-400358,2023-12-31,0.072,39.5,5.5,1
36-027-009-400358,2024-01-30,0.1968,40.9,6.5,1
36-027-009-400358,2024-02-29,0.3075,42.2,7.6,1
36-027-009-400358,2024-03-30,0.3954,43.5,8.6,9
36-027-009-400358,2024-04-29,0.5213,44.9,9.7,39
27-001-017-532116,2022-01-19,0.5951,63.0,5.6,1
27-001-017-532116,2022-02-18,0.6025,64.4,6.7,1
27-001-017-532116,2022-03-20,0.5328,65.7,7.7,1
27-001-017-532116,2022-04-19,0.5172,67.1,8.8,11
27-001-017-532116,2022-05-19,0.5037,68.4,9.8,41
22-014-009-112459,2024-02-10,0.7153,34.5,22.5,223
22-014-009-112459,2024-03-11,0.7377,35.9,23.5,253
22-014-009-112459,2024-04-10,0.7394,37.2,24.6,283
22-014-009-112459,2024-05-10,0.7047,38.5,25.6,313
22-014-009-112459,2024-06-09,0.7155,39.9,26.7,343
09-015-010-940913,2024-04-10,0.6707,16.3,67.5,1
09-015-010-940913,2024-05-10,0.5615,17.6,68.5,1
09-015-010-940913,2024-06-09,0.4277,19.0,69.6,1
09-015-010-940913,2024-07-09,0.3487,20.3,70.7,27
09-015-010-940913,2024-08-08,0.2715,21.7,71.7,57
27-001-018-953474,2025-05-13,0.721,8.7,0.4,1
27-001-018-953474,2025-06-12,0.6859,10.1,1.4,1
27-001-018-953474,2025-07-12,0.6774,11.4,2.5,1
27-001-018-953474,2025-08-11,0.5775,12.8,3.5,1
27-001-018-953474,2025-09-10,0.568,14.1,4.6,21
23-033-012-331638,2023-08-07,0.2821,60.8,7.5,1
23-033-012-331638,2023-09-06,0.3792,62.2,8.5,1
23-033-012-331638,2023-10-06,0.4075,63.5,9.6,21
23-033-012-331638,2023-11-05,0.419,64.9,10.6,51
23-033-012-331638,2023-12-05,0.4412,66.2,11.7,81
36-011-012-117613,2024-05-13,0.5304,58.9,83.1,1
36-011-012-117613,2024-06-12,0.5201,60.2,84.1,1
36-011-012-117613,2024-07-12,0.5069,61.6,85.2,1
36-011-012-117613,2024-08-11,0.5176,62.9,86.2,1
36-011-012-117613,2024-09-10,0.4861,64.3,87.3,28
09-044-016-349452,2022-12-16,0.3074,68.2,59.2,1
09-044-016-349452,2023-01-15,0.3478,69.5,60.2,1
09-044-016-349452,2023-02-14,0.3578,70.9,61.3,7
09-044-016-349452,2023-03-16,0.3896,72.2,62.4,37
09-044-016-349452,2023-04-15,0.4169,73.6,63.4,67
09-002-018-433132,2025-07-02,0.01,48.2,34.9,1
09-002-018-433132,2025-08-01,0.0627,49.6,36.0,1
09-002-018-433132,2025-08-31,0.1779,50.9,37.0,1
09-002-018-433132,2025-09-30,0.2498,52.2,38.1,1
09-002-018-433132,2025-10-30,0.283,53.6,39.1,15
22-002-019-640682,2024-02-15,0.2006,72.2,11.5,1
22-002-019-640682,2024-03-16,0.2663,73.5,12.5,1
22-002-019-640682,2024-04-15,0.3011,74.9,13.6,1
22-002-019-640682,2024-05-15,0.3275,76.2,14.6,1
22-002-019-640682,2024-06-14,0.3559,77.6,15.7,23
29-009-008-883290,2025-12-19,0.462,76.8,31.4,1
29-009-008-883290,2026-01-18,0.4342,78.2,32.5,1
29-009-008-883290,2026-02-17,0.3855,79.5,33.5,1
29-009-008-883290,2026-03-19,0.3712,80.9,34.6,20
29-009-008-883290,2026-04-18,0.3359,82.2,35.6,50
23-004-001-197598,2023-06-12,0.4328,71.8,55.0,134
23-004-001-197598,2023-07-12,0.4452,73.2,56.1,164
23-004-001-197598,2023-08-11,0.4333,74.5,57.1,194
23-004-001-197598,2023-09-10,0.3596,75.9,58.2,224
23-004-001-197598,2023-10-10,0.3691,77.2,59.2,254
22-018-020-948330,2021-02-26,0.1189,53.0,17.0,1
22-018-020-948330,2021-03-28,0.2118,54.4,18.0,1
22-018-020-948330,2021-04-27,0.2694,55.7,19.1,1
22-018-020-948330,2021-05-27,0.3221,57.0,20.1,31
22-018-020-948330,2021-06-26,0.3583,58.4,21.2,61
33-031-005-241965,2024-03-24,0.5319,34.6,17.5,1
33-031-005-241965,2024-04-23,0.4912,36.0,18.5,1
33-031-005-241965,2024-05-23,0.4751,37.3,19.6,1
33-031-005-241965,2024-06-22,0.4562,38.6,20.6,1
33-031-005-241965,2024-07-22,0.4541,40.0,21.7,19
27-013-008-093589,2023-10-30,0.6116,30.1,7.0,1
27-013-008-093589,2023-11-29,0.6217,31.4,8.0,1
27-013-008-093589,2023-12-29,0.6052,32.8,9.1,1
27-013-008-093589,2024-01-28,0.5762,34.1,10.1,20
27-013-008-093589,2024-02-27,0.5818,35.5,11.2,50
33-045-018-529091,2024-02-07,0.6774,71.4,60.2,1
33-045-018-529091,2024-03-08,0.6427,72.8,61.3,1
33-045-018-529091,2024-04-07,0.6231,74.1,62.3,1
33-045-018-529091,2024-05-07,0.5506,75.5,63.4,2
33-045-018-529091,2024-06-06,0.516,76.8,64.4,32
09-002-006-374336,2025-11-19,0.7594,7.6,7.9,65
09-002-006-374336,2025-12-19,0.7384,8.9,8.9,95
09-002-006-374336,2026-01-18,0.6735,10.3,10.0,125
09-002-006-374336,2026-02-17,0.6263,11.7,11.0,155
09-002-006-374336,2026-03-19,0.5776,13.0,12.1,185
27-013-020-089628,2023-10-05,0.686,31.6,48.9,101
27-013-020-089628,2023-11-04,0.713,33.0,50.0,131
27-013-020-089628,2023-12-04,0.7086,34.3,51.0,161
27-013-020-089628,2024-01-03,0.7112,35.6,52.1,191
27-013-020-089628,2024-02-02,0.683,37.0,53.1,221
27-001-014-085914,2021-11-06,0.8178,22.5,46.7,1
27-001-014-085914,2021-12-06,0.812,23.8,47.8,1
27-001-014-085914,2022-01-05,0.8091,25.2,48.8,1
27-001-014-085914,2022-02-04,0.7413,26.5,49.9,1
27-001-014-085914,2022-03-06,0.7107,27.9,50.9,31
09-031-007-719117,2023-11-30,0.5637,4.1,10.6,1
09-031-007-719117,2023-12-30,0.4819,5.5,11.7,1
09-031-007-719117,2024-01-29,0.472,6.8,12.7,1
09-031-007-719117,2024-02-28,0.4145,8.2,13.8,8
09-031-007-719117,2024-03-29,0.3558,9.5,14.8,38
22-002-003-644798,2025-05-28,0.4252,60.2,20.8,1
22-002-003-644798,2025-06-27,0.5129,61.5,21.9,25
22-002-003-644798,2025-07-27,0.5383,62.9,22.9,55
22-002-003-644798,2025-08-26,0.5409,64.2,23.9,85
22-002-003-644798,2025-09-25,0.5434,65.6,25.0,115
23-028-021-863404,2023-03-08,0.6852,28.2,7.7,1
23-028-021-863404,2023-04-07,0.615,29.6,8.8,1
23-028-021-863404,2023-05-07,0.6263,30.9,9.8,1
23-028-021-863404,2023-06-06,0.6028,32.2,10.8,1
23-028-021-863404,2023-07-06,0.6,33.6,11.9,9
09-044-019-875747,2023-04-14,0.6095,91.3,7.3,1
09-044-019-875747,2023-05-14,0.5744,92.7,8.3,1
09-044-019-875747,2023-06-13,0.506,94.0,9.4,1
09-044-019-875747,2023-07-13,0.4376,95.4,10.4,9
09-044-019-875747,2023-08-12,0.4084,96.7,11.5,39
09-031-008-581607,2026-04-05,0.99,43.0,31.9,1
09-031-008-581607,2026-05-05,0.9634,44.4,33.0,1
09-031-008-581607,2026-06-04,0.8587,45.7,34.0,1
09-031-008-581607,2026-07-04,0.7711,47.0,35.1,1
09-031-008-581607,2026-08-03,0.6914,48.4,36.1,28
27-037-023-113282,2022-06-03,0.21,42.7,54.5,1
27-037-023-113282,2022-07-03,0.2534,44.1,55.6,1
27-037-023-113282,2022-08-02,0.2988,45.4,56.6,30
27-037-023-113282,2022-09-01,0.3885,46.8,57.7,60
27-037-023-113282,2022-10-01,0.4393,48.1,58.7,90
27-001-019-123169,2022-10-06,0.5011,12.3,8.2,127
27-001-019-123169,2022-11-05,0.5104,13.6,9.2,157
27-001-019-123169,2022-12-05,0.5452,15.0,10.3,187
27-001-019-123169,2023-01-04,0.5406,16.3,11.3,217
27-001-019-123169,2023-02-03,0.5727,17.7,12.4,247
29-022-013-741762,2023-10-22,0.4329,80.0,24.9,67
29-022-013-741762,2023-11-21,0.4066,81.4,26.0,97
29-022-013-741762,2023-12-21,0.3499,82.7,27.0,127
29-022-013-741762,2024-01-20,0.3408,84.1,28.1,157
29-022-013-741762,2024-02-19,0.2953,85.4,29.1,187
29-022-007-575490,2022-09-30,0.6728,48.0,0.0,1
29-022-007-575490,2022-10-30,0.6046,49.4,0.0,1
29-022-007-575490,2022-11-29,0.5032,50.7,0.1,1
29-022-007-575490,2022-12-29,0.5059,52.0,1.2,1
29-022-007-575490,2023-01-28,0.4745,53.4,2.2,29
22-018-024-885603,2022-01-02,0.3945,21.4,42.6,1
22-018-024-885603,2022-02-01,0.3667,22.8,43.6,1
22-018-024-885603,2022-03-03,0.321,24.1,44.7,1
22-018-024-885603,2022-04-02,0.2924,25.4,45.8,1
22-018-024-885603,2022-05-02,0.3196,26.8,46.8,6
09-015-010-415617,2022-10-21,0.2433,81.2,68.5,1
09-015-010-415617,2022-11-20,0.2817,82.5,69.5,1
09-015-010-415617,2022-12-20,0.2728,83.9,70.6,1
09-015-010-415617,2023-01-19,0.3506,85.2,71.7,1
09-015-010-415617,2023-02-18,0.3743,86.6,72.7,22
33-023-024-149241,2022-01-10,0.4532,0.0,71.4,199
33-023-024-149241,2022-02-09,0.4655,0.5,72.4,229
33-023-024-149241,2022-03-11,0.5269,1.8,73.5,259
33-023-024-149241,2022-04-10,0.5503,3.2,74.5,289
33-023-024-149241,2022-05-10,0.6042,4.5,75.6,319
09-031-010-951761,2020-10-06,0.2797,47.7,70.4,1
09-031-010-951761,2020-11-05,0.3215,49.1,71.4,1
09-031-010-951761,2020-12-05,0.3785,50.4,72.5,1
09-031-010-951761,2021-01-04,0.4526,51.8,73.5,1
09-031-010-951761,2021-02-03,0.4784,53.1,74.6,5
22-014-016-234546,2025-10-14,0.2217,17.9,8.2,51
22-014-016-234546,2025-11-13,0.3239,19.2,9.2,81
22-014-016-234546,2025-12-13,0.4564,20.6,10.3,111
22-014-016-234546,2026-01-12,0.5021,21.9,11.3,141
22-014-016-234546,2026-02-11,0.6031,23.3,12.4,171
33-023-008-109672,2020-11-30,0.2348,70.8,17.9,135
33-023-008-109672,2020-12-30,0.2404,72.2,19.0,165
33-023-008-109672,2021-01-29,0.2802,73.5,20.0,195
33-023-008-109672,2021-02-28,0.3102,74.9,21.1,225
33-023-008-109672,2021-03-30,0.3514,76.2,22.1,255
09-044-018-871523,2022-03-11,0.3821,76.4,4.9,1
09-044-018-871523,2022-04-10,0.3871,77.8,5.9,1
09-044-018-871523,2022-05-10,0.3775,79.1,7.0,20
09-044-018-871523,2022-06-09,0.398,80.5,8.0,50
09-044-018-871523,2022-07-09,0.3896,81.8,9.1,80
21-026-001-357052,2022-05-08,0.27,65.1,36.4,115
21-026-001-357052,2022-06-07,0.2275,66.5,37.5,145
21-026-001-357052,2022-07-07,0.1659,67.8,38.5,175
21-026-001-357052,2022-08-06,0.1973,69.2,39.6,205
21-026-001-357052,2022-09-05,0.1764,70.5,40.6,235
22-009-021-420306,2025-01-06,0.6669,40.4,24.7,1
22-009-021-420306,2025-02-05,0.644,41.8,25.8,1
22-009-021-420306,2025-03-07,0.648,43.1,26.8,1
22-009-021-420306,2025-04-06,0.6306,44.4,27.8,19
22-009-021-420306,2025-05-06,0.5753,45.8,28.9,49
33-023-012-727675,2021-08-15,0.7104,40.0,18.0,349
33-023-012-727675,2021-09-14,0.6753,41.4,19.0,379
33-023-012-727675,2021-10-14,0.6704,42.7,20.1,409
33-023-012-727675,2021-11-13,0.6628,44.0,21.1,439
33-023-012-727675,2021-12-13,0.6499,45.4,22.2,469
21-026-008-652571,2024-07-05,0.5132,29.5,8.1,1
21-026-008-652571,2024-08-04,0.5807,30.8,9.2,1
21-026-008-652571,2024-09-03,0.5723,32.2,10.2,1
21-026-008-652571,2024-10-03,0.5864,33.5,11.2,1
21-026-008-652571,2024-11-02,0.6129,34.9,12.3,15
27-025-016-374850,2023-02-04,0.6707,34.7,2.9,72
27-025-016-374850,2023-03-06,0.6055,36.1,3.9,102
27-025-016-374850,2023-04-05,0.5073,37.4,5.0,132
27-025-016-374850,2023-05-05,0.4773,38.8,6.0,162
27-025-016-374850,2023-06-04,0.355,40.1,7.1,192
21-019-021-832932,2021-01-19,0.5796,8.7,73.1,1
21-019-021-832932,2021-02-18,0.5526,10.1,74.1,1
21-019-021-832932,2021-03-20,0.5475,11.4,75.2,1
21-019-021-832932,2021-04-19,0.5156,12.8,76.2,1
21-019-021-832932,2021-05-19,0.4824,14.1,77.3,17
27-013-023-565388,2026-11-19,0.7348,37.8,50.3,405
27-013-023-565388,2026-12-19,0.7291,39.2,51.4,435
27-013-023-565388,2027-01-18,0.7594,40.5,52.4,465
27-013-023-565388,2027-02-17,0.826,41.9,53.5,495
27-013-023-565388,2027-03-19,0.88,43.2,54.5,525
36-011-003-331349,2024-07-10,0.1997,6.6,38.2,115
36-011-003-331349,2024-08-09,0.2492,8.0,39.2,145
36-011-003-331349,2024-09-08,0.341,9.3,40.3,175
36-011-003-331349,2024-10-08,0.341,10.7,41.4,205
36-011-003-331349,2024-11-07,0.4289,12.0,42.4,235
23-028-003-529604,2022-08-08,0.2001,32.4,58.2,1
23-028-003-529604,2022-09-07,0.298,33.8,59.2,1
23-028-003-529604,2022-10-07,0.3809,35.1,60.3,18
23-028-003-529604,2022-11-06,0.4482,36.4,61.4,48
23-028-003-529604,2022-12-06,0.5346,37.8,62.4,78
36-027-014-339807,2024-08-17,0.01,77.4,27.4,6
36-027-014-339807,2024-09-16,0.01,78.8,28.5,36
36-027-014-339807,2024-10-16,0.01,80.1,29.5,66
36-027-014-339807,2024-11-15,0.0324,81.5,30.6,96
36-027-014-339807,2024-12-15,0.176,82.8,31.6,126
23-028-004-804705,2023-02-28,0.3808,68.9,25.7,259
23-028-004-804705,2023-03-30,0.3789,70.2,26.8,289
23-028-004-804705,2023-04-29,0.3746,71.6,27.8,319
23-028-004-804705,2023-05-29,0.4184,73.0,28.8,349
23-028-004-804705,2023-06-28,0.4354,74.3,29.9,379
33-045-018-540013,2022-06-04,0.2127,83.9,23.0,5
33-045-018-540013,2022-07-04,0.2861,85.2,24.0,35
33-045-018-540013,2022-08-03,0.3194,86.6,25.1,65
33-045-018-540013,2022-09-02,0.3734,88.0,26.1,95
33-045-018-540013,2022-10-02,0.4135,89.3,27.2,125
22-014-011-342646,2021-11-03,0.2267,51.2,14.1,3
22-014-011-342646,2021-12-03,0.28,52.6,15.2,33
22-014-011-342646,2022-01-02,0.2874,53.9,16.2,63
22-014-011-342646,2022-02-01,0.2834,55.2,17.2,93
22-014-011-342646,2022-03-03,0.3408,56.6,18.3,123
29-007-020-650428,2024-07-13,0.485,34.8,53.7,1
