ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
36-027-016-523186,Industrial Corridor - Nizamabad Stretch 7,Industrial Corridor,State Industrial Corp,Telangana,Nizamabad,Nizamabad East,Nandgaon,18.71746,78.05673,2023-07-02,2025-01-19,2025-01-19,24.3,63,40,1.646,False,0,Clear,21.6,2099.52,1528.77,1054.85,69.0,27.18,True,1,1,Under Hearing,False,86,False,26.7,True,13,Possession Taken,100,2,Applied,Obtained,True,0,False,Not Applicable,TG-LAO-2021-0135,0.3613,567,Rehabilitation (R&R)
09-031-004-338225,State Highway - Varanasi Stretch 8,State Highway,State PWD,Uttar Pradesh,Varanasi,Varanasi North,Bhimnagar,25.42183,83.00883,2021-10-23,2024-06-28,2024-09-08,15.2,22,19,1.25,True,2,Partial,8.29,504.03,450.7,21.18,4.7,10.58,True,2,2,Filed,False,19,True,12.6,False,2,R&R Implementation,82,0,Obtained,Obtained,True,72,True,Rehabilitation (R&R),UP-LAO-2025-0822,0.4871,979,Rehabilitation (R&R)
09-015-007-970801,Airport Expansion - Kanpur Nagar Stretch 2,Airport Expansion,Airports Authority of India,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar South,Chandrapalli,26.40115,80.37841,2021-05-15,2024-01-31,2024-12-10,18.3,24,26,1.421,True,2,Partial,30.73,2249.44,787.3,340.11,43.2,65.0,True,6,2,Under Hearing,False,517,True,87.1,False,15,Possession Taken,12,4,Applied,Pending,True,314,True,Administrative Approval,UP-LAO-2023-0451,0.6703,991,Administrative Approval
22-014-018-128587,National Highway - Bilaspur Stretch 7,National Highway,NHAI,Chhattisgarh,Bilaspur,Bilaspur East,Raghunathpur,21.99939,82.19365,2020-10-18,2022-08-29,2023-01-11,10.4,15,16,1.538,True,1,Partial,23.27,968.03,370.39,251.49,67.9,61.74,True,2,2,Filed,False,5,False,10.4,True,1,R&R Implementation,140,1,Not Required,Applied,True,135,True,Rehabilitation (R&R),CG-LAO-2022-0241,0.5544,680,Rehabilitation (R&R)
36-011-024-925542,Urban Metro - Warangal Stretch 7,Urban Metro,Metro Rail Corp,Telangana,Warangal,Warangal West,Zamania,18.03314,79.62364,2021-12-18,2023-11-06,2023-11-06,187.6,309,244,1.301,True,1,Clear,8.81,6611.02,5812.28,1819.24,31.3,12.08,True,1,1,Resolved,False,578,True,16.0,False,42,Compensation Disbursement,25,1,Not Required,Obtained,True,0,False,Not Applicable,TG-LAO-2021-0919,0.3355,688,Rehabilitation (R&R)
09-015-020-499467,Industrial Corridor - Kanpur Nagar Stretch 1,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar West,Tarapur,26.40245,80.41402,2023-04-27,2025-06-14,2025-06-27,22.3,57,35,1.57,True,4,Partial,19.74,1760.81,856.18,464.91,54.3,51.38,True,3,1,Under Hearing,False,179,True,84.1,True,37,Compensation Disbursement,17,2,Obtained,Applied,True,13,False,Not Applicable,UP-LAO-2023-0451,0.4734,779,Ownership / Title
21-019-010-250365,Industrial Corridor - Ganjam Stretch 5,Industrial Corridor,State Industrial Corp,Odisha,Ganjam,Ganjam South,Mallapuram,19.30948,84.9138,2022-05-04,2024-05-15,2024-05-15,27.6,78,47,1.703,True,1,Partial,12.9,1424.16,1193.21,743.37,62.3,16.22,True,1,1,Filed,False,238,True,18.2,True,10,Award Declared,92,2,Not Required,Not Required,True,0,False,Not Applicable,OD-LAO-2025-0784,0.4379,742,Rehabilitation (R&R)
23-004-020-557776,State Highway - Bhopal Stretch 5,State Highway,State PWD,Madhya Pradesh,Bhopal,Bhopal West,Tarapur,23.11873,77.47117,2023-03-18,2025-10-27,2025-10-27,14.8,31,22,1.486,True,1,Partial,78.86,2334.26,2031.49,396.14,19.5,12.97,False,0,3,Filed,False,586,True,67.6,True,16,Possession Taken,80,2,Not Required,Obtained,True,0,False,Not Applicable,MP-LAO-2023-0365,0.4248,954,Legal Dispute
09-015-013-819804,National Highway - Kanpur Nagar Stretch 7,National Highway,NHAI,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar East,Kesarpur,26.57865,80.39449,2023-10-27,2026-04-10,2026-10-28,5.5,14,9,1.636,True,7,Disputed,21.25,467.5,268.2,198.47,74.0,42.63,True,6,8,Under Hearing,False,136,True,53.8,True,6,SIA Completed,22,3,Obtained,Obtained,True,201,True,Ownership / Title,UP-LAO-2023-0451,0.5246,896,Ownership / Title
22-002-008-335658,National Highway - Raipur Stretch 7,National Highway,NHAI,Chhattisgarh,Raipur,Raipur South,Narsapur,21.13673,81.75361,2019-11-12,2021-02-03,2021-02-03,34.7,53,48,1.383,False,0,Clear,81.0,5621.4,3730.29,2051.66,55.0,33.64,True,3,0,None,False,0,False,33.3,False,14,Section 11 Notification Issued,161,3,Pending,Pending,True,0,False,Not Applicable,CG-LAO-2022-0755,0.3543,449,Administrative Approval
09-015-012-869466,Irrigation Canal - Kanpur Nagar Stretch 6,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar South,Jaitpur,26.32425,80.24877,2022-03-20,2023-09-19,2023-09-19,10.4,30,19,1.827,False,0,Clear,24.5,1019.2,847.43,156.77,18.5,16.85,False,0,0,None,False,0,True,80.5,True,22,Section 11 Notification Issued,93,1,Obtained,Applied,True,0,False,Not Applicable,UP-LAO-2023-0451,0.2419,548,Compensation Disbursal
27-025-020-420336,Industrial Corridor - Nagpur Stretch 1,Industrial Corridor,State Industrial Corp,Maharashtra,Nagpur,Nagpur West,Tarapur,20.90128,79.06539,2023-05-09,2025-02-24,2025-02-24,49.2,109,70,1.423,True,2,Clear,38.95,3832.68,3373.4,2145.48,63.6,11.98,True,1,0,None,False,0,False,32.1,True,26,SIA Completed,21,1,Obtained,Obtained,True,0,False,Not Applicable,MH-LAO-2025-0718,0.2207,657,Rehabilitation (R&R)
22-014-019-874264,Power Transmission - Bilaspur Stretch 1,Power Transmission,POWERGRID,Chhattisgarh,Bilaspur,Bilaspur West,Shivnagar,21.92382,82.15319,2019-09-14,2021-03-10,2021-03-10,76.3,153,104,1.363,True,1,Clear,25.68,7837.54,4009.33,2225.18,55.5,48.84,True,3,1,Filed,False,86,True,66.3,True,76,R&R Implementation,38,1,Obtained,Not Required,True,0,False,Not Applicable,CG-LAO-2022-0241,0.3577,543,Compensation Disbursal
22-018-017-780109,Urban Metro - Korba Stretch 5,Urban Metro,Metro Rail Corp,Chhattisgarh,Korba,Korba East,Peddapalli,22.36385,82.67326,2021-05-14,2023-02-26,2023-05-26,49.0,138,83,1.694,True,3,Partial,31.73,6219.08,4487.45,1323.8,29.5,27.84,True,2,2,Resolved,False,762,True,23.6,True,27,Award Declared,81,3,Obtained,Applied,True,89,True,Rehabilitation (R&R),CG-LAO-2024-0820,0.5308,653,Rehabilitation (R&R)
29-007-024-604207,Industrial Corridor - Bengaluru Urban Stretch 4,Industrial Corridor,State Industrial Corp,Karnataka,Bengaluru Urban,Bengaluru Urban West,Zamania,12.97587,77.53295,2019-08-18,2020-12-05,2020-12-05,17.3,28,31,1.792,True,1,Clear,63.18,2186.03,1547.06,1041.17,67.3,29.23,True,2,1,Filed,False,86,True,52.1,True,12,Possession Taken,64,0,Applied,Not Required,True,0,False,Not Applicable,KA-LAO-2024-0628,0.4169,475,Compensation Disbursal
09-031-015-251640,Irrigation Canal - Varanasi Stretch 2,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Varanasi,Varanasi East,Madhavgarh,25.34923,82.96663,2019-10-23,2021-10-09,2021-12-20,19.0,38,30,1.579,False,0,Clear,17.15,1303.4,529.29,213.83,40.4,59.39,True,7,3,Under Hearing,False,547,True,43.1,False,11,Possession Taken,124,1,Not Required,Obtained,True,72,True,Legal Dispute,UP-LAO-2025-0822,0.5446,717,Legal Dispute
36-003-009-242068,Urban Metro - Hyderabad Stretch 7,Urban Metro,Metro Rail Corp,Telangana,Hyderabad,Hyderabad South,Basavanahalli,17.42595,78.64746,2023-05-09,2025-08-31,2025-08-31,36.6,64,51,1.393,True,3,Clear,64.29,4706.03,3822.59,2656.7,69.5,18.77,True,2,1,Filed,False,278,False,23.1,False,14,Award Declared,310,0,Obtained,Obtained,True,0,False,Not Applicable,TG-LAO-2025-0884,0.3382,845,Rehabilitation (R&R)
29-009-021-996364,Railway Line - Tumakuru Stretch 2,Railway Line,Indian Railways,Karnataka,Tumakuru,Tumakuru West,Uttanahalli,13.3829,77.18155,2022-02-22,2024-06-04,2024-06-04,72.9,154,109,1.495,False,0,Clear,30.79,8978.36,6555.74,3612.21,55.1,26.98,False,0,2,Stayed by Court,True,5,True,13.1,False,17,Compensation Disbursement,206,1,Applied,Not Required,True,0,False,Not Applicable,KA-LAO-2023-0611,0.4778,833,Rehabilitation (R&R)
27-037-017-497474,State Highway - Nashik Stretch 2,State Highway,State PWD,Maharashtra,Nashik,Nashik East,Peddapalli,20.04348,73.82492,2021-06-15,2023-07-26,2023-12-09,36.4,53,59,1.621,True,1,Disputed,20.32,2958.59,2680.23,889.84,33.2,9.41,False,0,3,Stayed by Court,True,342,True,39.5,True,19,SIA Completed,39,4,Obtained,Pending,True,136,True,Legal Dispute,MH-LAO-2025-0385,0.6228,771,Legal Dispute
33-031-006-445132,Urban Metro - Madurai Stretch 2,Urban Metro,Metro Rail Corp,Tamil Nadu,Madurai,Madurai North,Devgaon,9.85211,78.05,2020-06-24,2022-06-19,2022-06-19,99.6,219,155,1.556,True,1,Clear,6.91,2752.94,2170.96,961.74,44.3,21.14,True,1,0,None,False,0,True,27.9,False,43,R&R Implementation,55,5,Pending,Pending,True,0,False,Not Applicable,TN-LAO-2021-0436,0.2795,725,Administrative Approval
23-004-010-714020,Railway Line - Bhopal Stretch 7,Railway Line,Indian Railways,Madhya Pradesh,Bhopal,Bhopal South,Mallapuram,23.10162,77.35608,2019-11-12,2021-07-21,2022-01-18,45.3,69,62,1.369,True,11,Disputed,73.17,6629.2,5354.61,3025.35,56.5,19.23,False,0,9,Under Hearing,False,575,True,50.2,False,34,R&R Implementation,74,1,Not Required,Not Required,True,181,True,Ownership / Title,MP-LAO-2023-0365,0.5644,617,Ownership / Title
22-018-013-296622,State Highway - Korba Stretch 2,State Highway,State PWD,Chhattisgarh,Korba,Korba East,Kesarpur,22.40064,82.53175,2020-04-30,2023-01-01,2023-03-25,15.4,41,31,2.013,False,0,Clear,24.79,1527.06,1241.17,260.65,21.0,18.72,True,1,2,Stayed by Court,True,40,True,45.4,True,14,SIA Completed,4,1,Obtained,Applied,True,83,True,Legal Dispute,CG-LAO-2024-0820,0.4774,976,Legal Dispute
36-011-005-573011,Power Transmission - Warangal Stretch 3,Power Transmission,POWERGRID,Telangana,Warangal,Warangal North,Sultanpur,17.94796,79.39107,2023-01-30,2024-07-09,2024-08-30,19.7,28,29,1.472,True,2,Clear,10.6,835.28,458.27,234.63,51.2,45.14,True,3,2,Resolved,False,223,False,13.4,False,2,R&R Implementation,134,0,Applied,Applied,True,52,True,Rehabilitation (R&R),TG-LAO-2021-0919,0.4424,526,Rehabilitation (R&R)
09-031-009-301397,National Highway - Varanasi Stretch 8,National Highway,NHAI,Uttar Pradesh,Varanasi,Varanasi South,Basavanahalli,25.39822,82.77498,2019-11-02,2021-06-16,2021-06-16,25.6,38,39,1.523,True,1,Clear,17.07,1747.97,1123.72,185.41,16.5,35.71,True,3,1,Under Hearing,False,38,True,87.3,True,31,SIA Completed,46,2,Not Required,Not Required,True,0,False,Not Applicable,UP-LAO-2025-0822,0.4329,592,Compensation Disbursal
09-044-024-422247,State Highway - Prayagraj Stretch 2,State Highway,State PWD,Uttar Pradesh,Prayagraj,Prayagraj West,Zamania,25.45443,81.74724,2021-04-14,2022-10-31,2022-10-31,11.4,20,19,1.667,True,1,Clear,22.62,1031.47,647.99,560.51,86.5,37.18,True,2,1,Under Hearing,False,131,False,11.9,False,1,Possession Taken,36,1,Obtained,Not Required,True,0,False,Not Applicable,UP-LAO-2023-0576,0.3704,565,Rehabilitation (R&R)
09-015-007-459474,Industrial Corridor - Kanpur Nagar Stretch 8,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar South,Chandrapalli,26.36588,80.36281,2020-12-16,2022-04-12,2022-04-12,10.3,22,23,2.233,True,2,Partial,21.28,876.74,675.36,555.15,82.2,22.97,True,2,3,Resolved,False,211,False,5.3,False,1,Compensation Disbursement,277,0,Not Required,Pending,True,0,False,Not Applicable,UP-LAO-2023-0451,0.345,482,Rehabilitation (R&R)
27-013-023-059045,Railway Line - Pune Stretch 5,Railway Line,Indian Railways,Maharashtra,Pune,Pune West,Yellapur,18.43983,73.86133,2022-08-04,2024-04-18,2024-11-09,6.5,18,12,1.846,True,1,Partial,45.7,594.1,327.2,75.58,23.1,44.93,True,5,2,Filed,False,1153,False,22.5,True,3,SIA Completed,142,2,Obtained,Obtained,True,205,True,Compensation Disbursal,MH-LAO-2023-0454,0.5834,623,Compensation Disbursal
22-014-023-503989,Irrigation Canal - Bilaspur Stretch 4,Irrigation Canal,State Irrigation Dept,Chhattisgarh,Bilaspur,Bilaspur West,Yellapur,22.03395,82.21288,2022-05-11,2023-10-03,2024-02-19,22.5,60,34,1.511,True,3,Partial,27.69,2492.1,1962.68,559.36,28.5,21.24,True,2,1,Stayed by Court,True,16,False,12.9,True,7,Award Declared,79,2,Obtained,Pending,True,139,True,Rehabilitation (R&R),CG-LAO-2022-0241,0.5653,510,Rehabilitation (R&R)
29-022-004-218882,Airport Expansion - Belagavi Stretch 2,Airport Expansion,Airports Authority of India,Karnataka,Belagavi,Belagavi North,Bhimnagar,15.90183,74.62461,2019-08-16,2021-09-25,2022-08-01,15.6,24,21,1.346,True,1,Partial,13.71,855.5,682.08,55.93,8.2,20.27,True,1,4,Under Hearing,False,5,True,19.8,False,3,Possession Taken,67,2,Obtained,Pending,True,310,True,Legal Dispute,KA-LAO-2025-0488,0.6872,771,Legal Dispute
21-026-011-280692,Urban Metro - Sambalpur Stretch 8,Urban Metro,Metro Rail Corp,Odisha,Sambalpur,Sambalpur South,Amrapur,21.46107,84.10816,2019-02-26,2020-09-04,2021-04-22,30.9,79,43,1.392,True,3,Partial,25.09,3101.12,2043.42,1649.04,80.7,34.11,True,4,4,Under Hearing,False,106,True,42.3,False,31,SIA Completed,341,1,Obtained,Pending,True,230,True,Legal Dispute,OD-LAO-2024-0281,0.6099,556,Legal Dispute
09-015-022-331393,Airport Expansion - Kanpur Nagar Stretch 6,Airport Expansion,Airports Authority of India,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar West,Veerapuram,26.44497,80.28844,2021-12-22,2024-08-12,2024-08-12,19.0,33,24,1.263,False,0,Clear,21.42,1627.92,1547.48,940.87,60.8,4.94,False,0,2,Filed,False,54,True,16.8,False,3,R&R Implementation,18,1,Not Required,Not Required,True,0,False,Not Applicable,UP-LAO-2023-0451,0.3368,964,Rehabilitation (R&R)
21-019-013-994290,Industrial Corridor - Ganjam Stretch 7,Industrial Corridor,State Industrial Corp,Odisha,Ganjam,Ganjam East,Kesarpur,19.34339,84.93059,2022-09-29,2024-01-16,2024-01-16,61.0,138,81,1.328,True,1,Partial,16.52,4030.88,3550.69,3142.36,88.5,11.91,True,1,1,Filed,False,99,True,64.4,True,74,Award Declared,87,1,Not Required,Applied,True,0,False,Not Applicable,OD-LAO-2025-0784,0.3387,474,Legal Dispute
22-002-014-342105,Airport Expansion - Raipur Stretch 2,Airport Expansion,Airports Authority of India,Chhattisgarh,Raipur,Raipur East,Lakshmipura,21.25293,81.51305,2023-10-12,2025-04-25,2025-12-25,10.2,47,26,2.549,True,1,Partial,93.71,1911.68,1476.01,602.21,40.8,22.79,True,1,4,Filed,False,217,True,52.9,False,21,Award Declared,53,1,Obtained,Pending,True,244,True,Legal Dispute,CG-LAO-2022-0755,0.5565,561,Legal Dispute
27-001-003-373557,Irrigation Canal - Mumbai Suburban Stretch 6,Irrigation Canal,State Irrigation Dept,Maharashtra,Mumbai Suburban,Mumbai Suburban North,Ganeshpura,19.09703,72.91292,2019-05-09,2021-03-05,2021-08-04,58.4,112,85,1.455,False,0,Clear,85.09,9938.51,7831.28,3336.13,42.6,21.2,True,1,2,Filed,False,34,True,13.2,False,14,SIA Completed,324,5,Not Required,Obtained,True,152,True,Administrative Approval,MH-LAO-2022-0603,0.5257,666,Administrative Approval
33-023-005-660187,Railway Line - Coimbatore Stretch 5,Railway Line,Indian Railways,Tamil Nadu,Coimbatore,Coimbatore North,Sultanpur,10.93783,76.98927,2023-05-03,2025-01-08,2025-08-18,19.1,33,34,1.78,True,4,Partial,24.39,1863.4,1509.78,280.82,18.6,18.98,True,1,8,Filed,False,352,True,67.2,True,21,Section 11 Notification Issued,79,0,Applied,Not Required,True,222,True,Legal Dispute,TN-LAO-2024-0163,0.5819,616,Legal Dispute
09-031-005-205615,State Highway - Varanasi Stretch 5,State Highway,State PWD,Uttar Pradesh,Varanasi,Varanasi North,Sultanpur,25.3743,83.00716,2022-10-16,2024-11-12,2024-11-12,26.4,81,50,1.894,True,2,Clear,14.9,1573.44,1306.41,1105.22,84.6,16.97,True,1,0,None,False,0,True,13.1,True,8,SIA Completed,8,0,Obtained,Not Required,True,0,False,Not Applicable,UP-LAO-2025-0822,0.1383,758,Rehabilitation (R&R)
09-031-008-739700,Airport Expansion - Varanasi Stretch 1,Airport Expansion,Airports Authority of India,Uttar Pradesh,Varanasi,Varanasi South,Narsapur,25.38006,83.0332,2021-07-23,2024-04-11,2024-04-11,26.5,40,40,1.509,False,0,Clear,15.27,1618.62,1353.53,646.99,47.8,16.38,True,1,0,None,False,0,True,77.3,False,22,Possession Taken,11,2,Pending,Obtained,True,0,False,Not Applicable,UP-LAO-2025-0822,0.2721,993,Administrative Approval
22-014-013-822415,State Highway - Bilaspur Stretch 1,State Highway,State PWD,Chhattisgarh,Bilaspur,Bilaspur East,Kesarpur,22.12712,82.09393,2023-11-04,2026-04-08,2026-12-31,23.4,34,29,1.239,True,1,Partial,10.33,966.89,867.42,189.1,21.8,10.29,False,0,4,Under Hearing,False,45,True,21.6,True,6,Award Declared,9,5,Obtained,Obtained,True,267,True,Legal Dispute,CG-LAO-2022-0241,0.681,886,Legal Dispute
23-016-021-561047,Industrial Corridor - Indore Stretch 3,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Indore,Indore West,Uttanahalli,22.61697,75.82068,2022-10-10,2024-05-28,2024-05-28,31.2,71,42,1.346,True,2,Clear,51.75,3229.2,2305.44,1173.47,50.9,28.61,True,1,0,None,False,0,False,1.0,False,0,Compensation Disbursement,42,2,Applied,Pending,True,0,False,Not Applicable,MP-LAO-2021-0254,0.4394,596,Rehabilitation (R&R)
22-018-003-425514,State Highway - Korba Stretch 3,State Highway,State PWD,Chhattisgarh,Korba,Korba North,Ganeshpura,22.31528,82.74501,2020-12-06,2023-03-10,2023-03-10,41.5,79,69,1.663,True,2,Clear,19.71,3271.86,2777.67,683.31,24.6,15.1,True,1,0,None,False,0,True,64.6,True,50,Section 11 Notification Issued,230,6,Obtained,Applied,True,0,False,Not Applicable,CG-LAO-2024-0820,0.3324,824,Administrative Approval
36-003-004-933326,Railway Line - Hyderabad Stretch 3,Railway Line,Indian Railways,Telangana,Hyderabad,Hyderabad North,Bhimnagar,17.54195,78.42728,2022-08-29,2023-11-28,2024-04-25,122.5,190,176,1.437,False,0,Clear,65.48,16042.6,9008.63,2387.29,26.5,43.85,True,2,1,Under Hearing,False,27,False,15.8,False,29,Compensation Disbursement,58,2,Obtained,Not Required,True,149,True,Compensation Disbursal,TG-LAO-2025-0884,0.558,456,Compensation Disbursal
09-044-010-180479,Industrial Corridor - Prayagraj Stretch 2,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Prayagraj,Prayagraj South,Mallapuram,25.42507,81.82435,2021-12-03,2023-02-09,2023-06-12,15.9,44,29,1.824,True,5,Partial,31.94,2031.38,1433.55,1069.43,74.6,29.43,False,0,1,Stayed by Court,True,342,True,34.8,False,14,Compensation Disbursement,156,4,Pending,Applied,True,123,True,Administrative Approval,UP-LAO-2023-0576,0.4506,433,Administrative Approval
36-003-007-310782,State Highway - Hyderabad Stretch 2,State Highway,State PWD,Telangana,Hyderabad,Hyderabad South,Chandrapalli,17.43355,78.52479,2023-12-12,2025-02-23,2025-12-27,59.9,162,95,1.586,True,5,Disputed,55.88,6694.42,4793.58,3494.52,72.9,28.39,True,1,5,Stayed by Court,True,40,True,94.1,True,114,Section 11 Notification Issued,106,3,Applied,Pending,True,307,True,Legal Dispute,TG-LAO-2025-0884,0.6546,439,Legal Dispute
36-003-019-565746,National Highway - Hyderabad Stretch 3,National Highway,NHAI,Telangana,Hyderabad,Hyderabad West,Shivnagar,17.16748,78.60704,2023-11-09,2026-01-08,2026-11-20,13.7,17,17,1.241,False,0,Clear,63.56,1741.54,929.75,373.76,40.2,46.61,True,4,3,Stayed by Court,True,5,True,15.4,False,2,Award Declared,103,3,Not Required,Not Required,True,316,True,Legal Dispute,TG-LAO-2025-0884,0.6552,791,Legal Dispute
29-007-005-788735,National Highway - Bengaluru Urban Stretch 6,National Highway,NHAI,Karnataka,Bengaluru Urban,Bengaluru Urban North,Sultanpur,12.9377,77.69308,2022-08-24,2023-12-06,2023-12-06,20.4,39,28,1.373,False,0,Clear,82.3,3357.84,2775.91,1957.02,70.5,17.33,True,1,1,Resolved,False,153,True,40.7,False,15,R&R Implementation,91,1,Pending,Not Required,True,0,False,Not Applicable,KA-LAO-2024-0628,0.3098,469,Rehabilitation (R&R)
27-025-022-944620,Urban Metro - Nagpur Stretch 1,Urban Metro,Metro Rail Corp,Maharashtra,Nagpur,Nagpur West,Veerapuram,21.25242,79.19731,2022-07-02,2024-09-27,2025-04-03,52.4,135,93,1.775,True,3,Partial,43.39,4547.27,2640.07,1800.53,68.2,41.94,True,4,5,Resolved,False,123,True,21.1,True,22,Compensation Disbursement,3,4,Obtained,Not Required,True,188,True,Rehabilitation (R&R),MH-LAO-2025-0718,0.633,818,Rehabilitation (R&R)
27-013-003-437163,Irrigation Canal - Pune Stretch 7,Irrigation Canal,State Irrigation Dept,Maharashtra,Pune,Pune North,Ganeshpura,18.51856,73.95192,2021-10-31,2023-08-27,2024-04-07,24.7,44,36,1.457,True,5,Disputed,71.13,3513.82,1924.64,939.22,48.8,45.23,True,2,5,Filed,False,60,True,46.6,True,19,Award Declared,117,3,Obtained,Not Required,True,224,True,Ownership / Title,MH-LAO-2023-0454,0.6329,665,Ownership / Title
29-022-022-237598,Power Transmission - Belagavi Stretch 4,Power Transmission,POWERGRID,Karnataka,Belagavi,Belagavi West,Veerapuram,16.12031,74.43078,2022-12-24,2024-10-03,2025-04-22,14.5,23,22,1.517,False,0,Clear,30.56,1772.48,906.47,93.37,10.3,48.86,True,6,3,Stayed by Court,True,110,True,80.2,False,18,Possession Taken,21,1,Applied,Not Required,True,201,True,Compensation Disbursal,KA-LAO-2025-0488,0.5534,649,Compensation Disbursal
36-027-004-601436,State Highway - Nizamabad Stretch 2,State Highway,State PWD,Telangana,Nizamabad,Nizamabad North,Bhimnagar,18.64063,77.94057,2019-06-14,2021-09-29,2021-09-29,35.9,105,60,1.671,False,0,Clear,25.27,3628.77,2548.98,690.77,27.1,29.76,True,4,1,Under Hearing,False,345,True,40.4,False,32,R&R Implementation,7,4,Not Required,Not Required,True,0,False,Not Applicable,TG-LAO-2021-0135,0.4371,838,Compensation Disbursal
